path,coordonnées,catégorie,sous-catégorie,titre,baratineur,piocheur,contexte,enjeu,suggestion,CCby,category,subcategory,title,smoothTalker,drawer,context,issue,suggestion_en,category_ru,subcategory_ru,title_ru,smoothTalker_ru,drawer_ru,context_ru,issue_ru,suggestion_ru,category_pt,subcategory_pt,title_pt,smoothTalker_pt,drawer_pt,context_pt,issue_pt,suggestion_pt,édition février 2022,print_&_play_fevrier_2022,print_and_play,category_ar,subcategory_ar,title_ar,smoothTalker_ar,drawer_ar,context_ar,issue_ar,suggestion_ar,category_es,subcategory_es,title_es,smoothTalker_es,drawer_es,context_es,issue_es,suggestion_es,category_zh,subcategory_zh,title_zh,smoothTalker_zh,drawer_zh,context_zh,issue_zh,suggestion_zh,category_fa,subcategory_fa,title_fa,smoothTalker_fa,drawer_fa,context_fa,issue_fa,suggestion_fa
6.2.6,"6,0206",politique,manoeuvres et collusion,Projet écologique ?,Un politicien corrompu,Un électeur inquiet,Le baratineur est un responsable politique corrompu qui a accepté un pot-de-vin d'un entrepreneur pour approuver un projet de construction controversé dans une zone protégée.,Il doit convaincre les électeurs que ce projet est écologiquement responsable et bénéfique pour la communauté.,Vous appelez cela écologiquement responsable ? Que faites-vous de la faune et de la flore locales ?,,Politics,Political manoeuvring,An Eco-Friendly Construction Project?,A corrupt politician,A worried voter,The smooth talker is a corrupt politician who accepted a bribe from a contractor to approve a controversial construction project in a protected area.,He must convince voters that this project is environmentally responsible and beneficial to the community.,You call that environmentally responsible? What about the local wildlife and plant life?,Политика,Махинации и сговор,Экологичная стройка?,Коррумпированный политик,Обеспокоенный избиратель,"Болтун — коррумпированный политик, который взял взятку у застройщика, чтобы одобрить спорный строительный проект в охраняемой зоне.","Ему нужно убедить избирателей, что проект экологически ответственен и принесет пользу местным жителям.",И вы называете это экологически ответственным? А как же местная флора и фауна?,Política,Manobras e conluio,Projeto de Construção Ecológica?,Um político corrupto,Um eleitor preocupado,O Embromador é um político corrupto que aceitou um suborno de um empreiteiro para aprovar um projeto de construção controverso numa zona protegida.,Tem de convencer os eleitores de que este projeto é ecologicamente responsável e benéfico para a comunidade.,Chama a isso ecologicamente responsável? Que diz da fauna e da flora locais?,,,,سياسة,المناورات والتواطؤ,مشروع بناء صديق للبيئة؟,سياسي فاسد,ناخب قلق,البارع في الكلام سياسي فاسد قبل رشوة من مقاول للموافقة على مشروع بناء مثير للجدل في منطقة محمية.,عليه أن يقنع الناخبين بأن هذا المشروع مسؤول بيئيًا ومفيد للمجتمع المحلي.,تسمّون هذا مسؤولًا بيئيًا؟ وماذا عن الحياة البرية والنباتات المحلية؟,política,maniobras y colusión,¿Proyecto de construcción ecológica?,Un político corrupto,Un votante preocupado,El baratinador es un político corrupto que ha aceptado un soborno de un contratista para aprobar un proyecto de construcción controvertido en una zona protegida.,Tener que convencer a los votantes de que este proyecto es ecológicamente responsable y beneficioso para la comunidad.,¿A eso se le llama ecológicamente responsable? ¿Y qué pasa con la fauna y la flora locales?,政治,操纵与勾结,生态建设项目？,一名腐败政客,一名忧心的选民,忽悠者是一名腐败政客，他收受了一位承包商的贿赂，以批准在保护区内推进一个备受争议的建设项目。,他必须说服选民相信，这个项目既对生态负责，又能造福社区。,您管这叫对生态负责？那当地的动植物怎么办？,سیاست,تبانی و توطئه,پروژه ساخت‌وساز زیست‌محیطی؟,یک سیاستمدار فاسد,یک رأی‌دهنده نگران,چرب‌زبان یک سیاستمدار فاسد است که از یک پیمانکار رشوه گرفته تا پروژه ساخت‌وسازی جنجالی را در منطقه‌ای حفاظت‌شده تصویب کند.,او باید رأی‌دهندگان را قانع کند که این پروژه از نظر زیست‌محیطی مسئولانه است و به سود جامعه تمام می‌شود.,اسم این را می‌گذارید مسئولیت‌پذیری زیست‌محیطی؟ پس حیات‌وحش و پوشش گیاهی محلی چه می‌شود؟
6.3.1,"6,0301",politique,campagne,Emploi fictif,Un candidat,Un journaliste,"Le baratineur a fait rémunérer son conjoint pour un emploi fictif, et l'information a fuité pendant la campagne d'une élection majeure.",Il se justifie devant un journaliste au cours d'une interview.,Nos lecteurs aimeraient savoir ce que vous répondez à cette enquête du parquet pour emploi fictif.,Argumentum,Politics,Campaign,Fictitious employment,A candidate,A journalist,You're a candidate in a major national election. You paid your spouse in fictitious employment and it's come out.,He justifies himself to a journalist during an interview.,Our readers would like to know what you have to say about this investigation by the Public Prosecutor's Office for fictitious employment...,Политика,Кампания,Фиктивная должность,Кандидат,Журналист,"Болтун устроил свою супругу на фиктивную должность, и информация просочилась во время крупной избирательной кампании в стране.",Он оправдывает себя перед журналистом во время интервью.,"Наши читатели хотели бы знать, что вы скажете на тему обвинений в том, что предоставили фиктивную должность вашей супруги?",Política,Campanha,emprego fictício,Um candidato,Um jornalista,"O Embromador fez remunerar seu cônjuge por um emprego fictício, e a informação vazou durante a campanha de uma eleição importante.",Ele se justifica perante um jornalista durante uma entrevista.,Nossos leitores gostariam de saber o que você responde a esta investigação do Ministério Público por emprego fictício.,1,1,,سياسة,الريف,الوظيفة الوهمية,مرشح,صحفي,دفع البارع في الكلام أجرًا لزوجه مقابل وظيفة وهمية، وتسرّبت المعلومة أثناء حملة انتخابية كبرى في البلاد.,يبرّر موقفه أمام الصحفي خلال مقابلة.,يودّ قراؤنا أن يعرفوا ما لديكم لتقولوه بشأن تحقيق النيابة في قضية الوظيفة الوهمية...,política,zona rural,El empleo ficticio,Un candidato,Un periodista,"El baratinador hizo que se remunerara a su cónyuge por un empleo ficticio, y la información se filtró durante la campaña de una elección importante del país.",Justificarse ante el periodista durante una entrevista.,A nuestros lectores les gustaría saber qué tiene que decir sobre esta investigación de la fiscalía por empleo ficticio...,政治,乡村,虚假职位,一名候选人,一名记者,忽悠者曾让自己的配偶领取一份虚假职位的薪酬，而这条消息在国家一场重大选举的竞选期间泄露了出来。,他要在采访中向记者为自己辩解。,我们的读者想知道，对于检方这起虚假职位调查，您有什么要说的……,سیاست,روستا,شغل صوری,یک نامزد انتخاباتی,یک روزنامه‌نگار,چرب‌زبان برای همسرش بابت شغلی صوری حقوق گرفته و این خبر در جریان کارزار انتخاباتیِ یکی از انتخابات مهم کشور درز کرده است.,او در جریان یک مصاحبه، در برابر روزنامه‌نگار از خودش دفاع می‌کند.,خوانندگان ما دوست دارند بدانند درباره این تحقیق دادستانی درباره شغل صوری چه حرفی برای گفتن دارید...
6.3.2,"6,0302",politique,campagne,Ami de vingt ans,Le traitre,Le chef de file politique,Le baratineur a juré fidélité à son chef de file politique depuis vingt ans.,"Sur un plateau de télévision, il lui explique pourquoi il se présente contre lui à deux mois de l'élection présidentielle.",Je ne vois pas comment nos concitoyens pourraient élire un traître.,Argumentum,Politics,Campaign,twenty -year -old,The traitor,The political leader,The smooth talker has sworn loyalty to his head of political thread for twenty years.,"On a television set, he explains to him why he is running against him two months before the presidential election.",I do not see how our fellow citizens could elect a traitor,Политика,Кампания,Старый друг,Предатель,Политический лидер,"Болтун в течение двадцати лет клялся в верности главе политической партии, в которой он состоит.","Через два месяца после президентских выборов он объясняет ему в прямом эфире, почему выступает против него.","Я не могу представить, чтобы наши избиратели выбрали предателя.",Política,Campanha,Amigo de vinte anos,O traidor,O líder político,O Embromador jurou fidelidade a seu líder político há vinte anos.,"Num estúdio de televisão, ele lhe explica por que se candidata contra ele dois meses antes da eleição presidencial.",Não vejo como nossos concidadãos poderiam eleger um traidor,1,,,سياسة,الريف,صديق منذ عشرين عامًا,الخائن,الزعيم السياسي,أقسم الباراتينور بالولاء لزعيمه السياسي منذ عشرين عامًا.,يشرح له على شاشة التلفزيون لماذا يترشّح ضده قبل شهرين من الانتخابات الرئاسية.,لا أرى كيف يمكن لمواطنينا أن ينتخبوا خائنًا.,política,zona rural,Amigo de veinte años,El traidor,El líder político,El baratinador ha jurado fidelidad a su líder político desde hace veinte años.,Explicarle en un plató de televisión por qué se presenta contra él a dos meses de las elecciones presidenciales.,No veo cómo nuestros conciudadanos podrían elegir a un traidor.,政治,乡村,二十年的朋友,叛徒,政治领袖,这位花言巧语者二十年来一直向自己的政治领袖宣誓效忠。,总统大选只剩两个月，他却要在电视节目里向对方解释，为什么自己要出来和他对着干。,我看不出我们的同胞怎么会选一个叛徒。,سیاست,روستا,دوستِ بیست‌ساله,خائن,رهبر جریان سیاسی,چرب‌زبان بیست سال است که به رهبر جریان سیاسی خود سوگند وفاداری خورده است.,او باید در یک برنامه تلویزیونی توضیح بدهد که چرا دو ماه مانده به انتخابات ریاست‌جمهوری، در برابر همان رهبر نامزد شده است.,نمی‌فهمم هم‌میهنان ما چطور ممکن است به یک خائن رأی بدهند.
6.3.3,"6,0303",politique,campagne,Le projet Licorne,Le candidat,Un journaliste,Le baratineur est un candidat qui a promis de créer une réserve nationale de licornes afin de protéger cette espèce imaginaire.,Il doit justifier ce projet absurde lors d'une interview télévisée.,"Monsieur le candidat, comment pouvez-vous sérieusement proposer de dépenser de l'argent public pour protéger une espèce qui n'existe pas ?",,Politics,Campaign,The Unicorn Project,The candidate,A journalist,The smooth talker is a candidate who promised to create a national reserve for unicorns to protect this imaginary species.,He must justify this absurd project during a televised interview.,"Mr. Candidate, how can you seriously propose spending public money to protect a species that doesn't exist?",Политика,Кампания,Проект «Единорог»,Кандидат,Журналист,"Болтун — кандидат, который пообещал создать национальный заповедник для единорогов, чтобы защитить этот вымышленный вид.",Ему нужно оправдать этот абсурдный проект во время телеинтервью.,"Господин кандидат, как вы можете всерьез предлагать тратить государственные деньги на защиту вида, которого не существует?",Política,Campanha,O Projeto Unicórnio,O candidato,Um jornalista,"O Embromador é um candidato que prometeu criar uma reserva nacional para unicórnios, a fim de proteger esta espécie imaginária.",Tem de justificar este projeto absurdo durante uma entrevista televisiva.,"Senhor candidato, como pode propor seriamente gastar dinheiro público para proteger uma espécie que não existe?",,,,سياسة,الريف,مشروع وحيد القرن,المرشح,صحفي,الباراتينور مرشح وعد بإنشاء محمية وطنية لوحيدات القرن، حمايةً لهذا النوع الخيالي.,عليه أن يبرّر هذا المشروع العبثي خلال مقابلة تلفزيونية.,سيدي المرشح، كيف يمكنك أن تقترح بجدية إنفاق المال العام لحماية نوع لا وجود له؟,política,zona rural,El proyecto Unicornio,El candidato,Un periodista,El baratinador es un candidato que ha prometido crear una reserva nacional para unicornios con el fin de proteger esta especie imaginaria.,Justificar este proyecto absurdo durante una entrevista televisada.,"Señor candidato, ¿cómo puede proponer seriamente gastar dinero público para proteger una especie que no existe?",政治,乡村,独角兽计划,候选人,一名记者,这位花言巧语者是一名候选人，他承诺建立一座国家独角兽保护区，以保护这种想象中的物种。,他必须在电视采访中为这个荒唐项目辩护。,候选人先生，您怎么能一本正经地提议花公共资金去保护一种根本不存在的物种？,سیاست,روستا,پروژه تک‌شاخ,نامزد,یک روزنامه‌نگار,چرب‌زبان نامزدی است که وعده داده برای تک‌شاخ‌ها یک منطقه حفاظت‌شده ملی ایجاد کند تا از این گونه خیالی محافظت شود.,او باید در یک مصاحبه تلویزیونی از این پروژه پوچ دفاع کند.,آقای نامزد، چطور می‌توانید جدی‌جدی پیشنهاد بدهید پول عمومی خرج حفاظت از گونه‌ای شود که اصلاً وجود ندارد؟
6.3.4,"6,0304",politique,campagne,La révolution des robots,Un politicien,Un électeur inquiet,Le baratineur est un politicien qui défend le déploiement rapide de robots pour remplacer la main-d'œuvre humaine dans plusieurs secteurs.,Il doit convaincre un électeur inquiet que cette révolution technologique ne provoquera ni chômage massif ni précarisation de la société.,Comment garantirez-vous que nous ne serons pas tous remplacés par des robots et laissés sans emploi ?,,Politics,Campaign,The Robot Revolution,A politician,A worried voter,The smooth talker is a politician backing the rapid rollout of robots to replace human labor in various sectors.,He must convince a worried voter that this technological revolution won't cause mass unemployment or make society more precarious.,But how will you guarantee that we won't all be replaced by robots and left jobless?,Политика,Кампания,Революция роботов,Политик,Обеспокоенный избиратель,"Болтун — политик, который выступает за быстрое внедрение роботов для замены человеческого труда в разных отраслях.","Ему нужно убедить обеспокоенного избирателя, что эта технологическая революция не приведет к массовой безработице и обнищанию общества.","Но как вы гарантируете, что нас всех не заменят роботами и мы не останемся без работы?",Política,Campanha,A revolução dos robôs,Um político,Um eleitor preocupado,O Embromador é um político que defende a implementação rápida de robôs para substituir a mão de obra humana em vários setores.,Tem de convencer um eleitor preocupado de que esta revolução tecnológica não provocará desemprego massivo nem a precarização da sociedade.,Mas como é que vai garantir que não seremos todos substituídos por robôs e deixados sem emprego?,,,,سياسة,الريف,ثورة الروبوتات,سياسي,ناخب قلق,الباراتينور سياسي يؤيد التطبيق السريع للروبوتات لتحل محل اليد العاملة البشرية في قطاعات مختلفة.,عليه أن يقنع ناخبًا قلقًا بأن هذه الثورة التكنولوجية لن تؤدي إلى بطالة جماعية ولا إلى زعزعة أمان المجتمع.,لكن كيف ستضمنون ألا نستبدَل جميعًا بالروبوتات ونُترك بلا عمل؟,política,zona rural,La revolución de los robots,Un político,Un elector preocupado,El baratinador es un político que apoya la implantación rápida de robots para sustituir la mano de obra humana en diversos sectores.,Convencer a un elector preocupado de que esta revolución tecnológica no provocará un desempleo masivo ni una precarización de la sociedad.,Pero ¿cómo van a garantizar que no nos sustituirán a todos por robots y nos dejarán sin empleo?,政治,乡村,机器人革命,一名政客,一位忧心忡忡的选民,这位花言巧语者是一名政客，主张迅速部署机器人，在各行各业取代人类劳动力。,他必须说服一位忧心忡忡的选民：这场技术革命不会导致大规模失业，也不会让社会陷入普遍不稳定。,可是您怎么保证我们不会全被机器人取代，然后丢了工作？,سیاست,روستا,انقلاب ربات‌ها,یک سیاستمدار,یک رأی‌دهنده نگران,چرب‌زبان سیاستمداری است که از به‌کارگیری سریع ربات‌ها برای جایگزینی نیروی کار انسانی در بخش‌های گوناگون حمایت می‌کند.,او باید یک رأی‌دهنده نگران را قانع کند که این انقلاب فناورانه به بیکاری گسترده و بی‌ثباتی اجتماعی منجر نخواهد شد.,اما چطور تضمین می‌کنید که همه ما با ربات‌ها جایگزین نشویم و بی‌کار نمانیم؟
7.1.1,"7,0101",vie personnelle,famille et enfance,King size,Le parent,L'enfant,Un jeune vient d'obtenir son bac avec mention « Très bien ». Il souhaite poursuivre ses études.,Le baratineur essaie de le convaincre de prendre un petit job alimentaire à la place.,Je voudrais devenir architecte.,Argumentum,Personal life,Family and childhood,King Size,the parent,the child,You're the parent of a young man who just graduated from high school.,The smooth talker tries to convince him to take a stopgap job instead.,I want to be an architect.,Частная жизнь,Семья и детство,Биг Мак,Родитель,Ребенок,Юноша только что получил аттестат зрелости с отличием. Он хочет продолжить учебу.,Болтун пытается убедить его устроиться в ресторан быстрого питания.,Я хотел бы стать архитектором.,Vida pessoal,Família e infância,King size,O pai,A criança,Um jovem acaba de obter o bac com menção « Muito bom ». Ele deseja prosseguir os estudos.,O Embromador tenta convencê-lo a aceitar um pequeno trabalho de comida.,Eu gostaria de me tornar um arquiteto.,1,,,حياة شخصية,الأسرة والطفولة,كينغ سايز,الوالد,الطفل,شاب اجتاز البكالوريا للتو بتقدير «جيد جدًا». ويرغب في متابعة دراسته.,يحاول الباراتينور إقناعه بأن يأخذ بدلًا من ذلك عملًا صغيرًا لسدّ الرمق.,أود أن أصبح مهندسًا معماريًا.,vida personal,familia e infancia,King size,El progenitor,El hijo,Un joven acaba de aprobar el bachillerato con matrícula de honor. Desea continuar sus estudios.,Intentar convencerlo de aceptar un trabajito para ir tirando en su lugar.,Quisiera ser arquitecto.,个人生活,家庭与童年,特大号,家长,孩子,一个年轻人刚以“优秀”等第通过高中会考。他希望继续深造。,这位花言巧语者试图说服他别读了，改去找份糊口的小工作。,我想成为建筑师。,زندگی شخصی,خانواده و کودکی,کینگ‌سایز,والد,فرزند,یک جوان تازه دیپلمش را با نمره «خیلی خوب» گرفته است. می‌خواهد ادامه تحصیل بدهد.,چرب‌زبان تلاش می‌کند او را قانع کند به‌جایش یک کار موقت برای گذران زندگی بگیرد.,می‌خواهم معمار بشوم.
7.1.2,"7,0102",vie personnelle,famille et enfance,L'escalier,L'enfant,La maîtresse,Le baratineur a poussé un camarade dans l'escalier. Celui-ci est tombé et s'en est plaint à l'enseignante.,Le baratineur doit se justifier auprès de la maîtresse.,Alors ? Pourquoi l'avez-vous poussé ?,Argumentum,Personal life,Family and childhood,The stairs,the child,the parent,You're a kid at school. You pushed your classmate down the stairs when he fell and complained to the teacher.,Justify the incident to the teacher.,What's up? Why did you push him?,Частная жизнь,Семья и детство,Лестница,Ребенок,Хозяйка,Болтун столкнул школьного товарища с лестницы. Тот упал и нажаловался учителю.,Болтун должен оправдать себя перед учительницей.,Таак... Почему ты его толкнул?,Vida pessoal,Família e infância,a escadaria,A criança,A amante,O embromador empurrou um colega na escada. Ele caiu e reclamou com a professora.,O embromador deve se justificar perante a professora.,Então? Por que você o empurrou?,1,1,,حياة شخصية,الأسرة والطفولة,السُّلَّم,الطفل,المعلّمة,دفع الباراتينور زميلًا له في المدرسة على السُّلَّم. فسقط، وذهب يشكو إلى المعلّمة.,على الباراتينور أن يبرّر فعلته أمام المعلّمة.,إذًا؟ لماذا دفعته؟,vida personal,familia e infancia,La escalera,El niño,La maestra,El baratinero ha empujado a un compañero de escuela por la escalera. Se ha caído y se ha quejado a la maestra.,Justificarse ante la maestra.,¿Entonces? ¿Por qué lo has empujado?,个人生活,家庭与童年,楼梯,孩子,女老师,吹牛者把一名同学推下了楼梯。对方摔倒后，跑去向老师告状。,吹牛者必须向女老师解释清楚。,所以呢？你为什么推他？,زندگی شخصی,خانواده و کودکی,راه‌پله,کودک,معلم,چرب‌زبان یکی از همکلاسی‌هایش را در راه‌پله هل داده. او افتاده و پیش معلم شکایت کرده است.,چرب‌زبان باید پیش معلم برای کارش توجیه بیاورد.,خب؟ چرا هلش دادی؟
7.1.3,"7,0103",vie personnelle,famille et enfance,Le cadeau,Le père Noël,L'enfant,"Le baratineur est le père Noël, mais il n'a plus de cadeau pour le dernier enfant.",Il doit se justifier auprès de l'enfant.,"Vous avez vu ? J'ai été sage, moi.",Argumentum,Personal life,Family and childhood,The gift,Santa Claus,the child,"You're Santa Claus, but you don't have a present for that last kid anymore.",Justify the lack of a present to the child.,Did you see that? I've been a good boy.,Частная жизнь,Семья и детство,Подарок,Дед Мороз,Ребенок,"Болтун - Дед Мороз, но ему не хватило подарка для последнего ребенка.",Он должен найти объяснение.,"Дедушка Мороз, я хорошо себя вел. Ты принес мне подарок?",Vida pessoal,Família e infância,presente,Papai Noel,A criança,"O embromador é o Papai Noel, mas não tem mais presente para a última criança.",Ele deve se justificar perante a criança.,Você viu? Eu me comportei bem.,1,,,حياة شخصية,الأسرة والطفولة,الهدية,بابا نويل,الطفل,الباراتينور هو بابا نويل، لكنّه لا يملك هدية لهذا الطفل الأخير.,عليه أن يبرّر الأمر أمامه.,رأيتَ، أليس كذلك؟ لقد كنتُ مؤدّبًا أنا.,vida personal,familia e infancia,El regalo,Papá Noel,El niño,"El baratinero es Papá Noel, pero le falta el regalo para este último niño.",Justificarse ante él.,"¿Lo has visto, eh? Yo me he portado bien.",个人生活,家庭与童年,礼物,圣诞老人,孩子,吹牛者是圣诞老人，可轮到最后这个孩子时，他偏偏少了一份礼物。,他必须向这个孩子解释过去。,你看见了吧？我可是很乖的。,زندگی شخصی,خانواده و کودکی,هدیه,بابانوئل,کودک,چرب‌زبان بابانوئل است، اما برای این بچه آخری دیگر هدیه‌ای ندارد.,او باید پیش این بچه توجیهی برای خودش جور کند.,دیدی دیگه؟ من که بچه خوبی بودم.
7.1.4,"7,0104",vie personnelle,famille et enfance,L'enfant du facteur,La mère,Le père,Le baratineur est la mère d'un nouveau-né qui n'a manifestement pas la même origine ethnique que son conjoint.,Le baratineur doit éviter d'être accusé d'adultère.,Mais cet enfant n'est pas de moi !,Argumentum,Personal life,Family and childhood,The postman,The mother,The father,You are the mother of a newborn child who is clearly not of the same ethnic origin as your spouse.,Avoid being accused of adultery.,But this child is not mine!,Частная жизнь,Семья и детство,Почтальон,Мама,Отец,"Болтунья - роженица, чей ребенок явно не того же этнического происхождения, что супруг.",Болтун должен избежать обвинения в измене.,Но это не мой ребенок!,Vida pessoal,Família e infância,O filho do carteiro,A mãe,O pai,O embromador é a mãe de um recém-nascido que claramente não tem a mesma origem étnica que seu cônjuge.,O embromador deve evitar ser acusado de adultério.,Mas essa criança não é minha!,1,,,حياة شخصية,الأسرة والطفولة,ساعي البريد,الأم,الأب,الباراتينور هي أمّ لطفل وُلد للتو، ومن الواضح أنّه ليس من الأصل العرقي نفسه الذي ينتمي إليه زوجها.,على الباراتينور أن تتفادى اتهامها بالزنا.,لكن هذا الطفل ليس منّي!,vida personal,familia e infancia,El cartero,La madre,El padre,El baratinero es la madre de un niño que acaba de nacer y que manifiestamente no tiene el mismo origen étnico que su pareja.,Evitar ser acusada de adulterio.,¡Pero este niño no es mío!,个人生活,家庭与童年,邮差,母亲,父亲,吹牛者是一位刚生下孩子的母亲，而这个孩子显然和她的丈夫不是同一种族出身。,吹牛者必须避免被指控通奸。,可这孩子不是我的！,زندگی شخصی,خانواده و کودکی,پستچی,مادر,پدر,چرب‌زبان مادرِ نوزادی است که تازه به دنیا آمده و آشکارا از همان تبار قومیِ همسرش نیست.,چرب‌زبان باید نگذارد به خیانت متهم شود.,اما این بچه مال من نیست!
7.1.5,"7,0105",vie personnelle,famille et enfance,La kermesse,Le parent,L'enfant,"Après une énorme gueule de bois, le baratineur est trop fatigué pour aller à la kermesse de son enfant.",Il doit expliquer à son enfant qu'il ne viendra pas.,"Dites, c'est l'heure, on va être en retard à la kermesse. Vite !",Argumentum,Personal life,Family and childhood,Kermesse,The parent,The child,"Following a massive hangover, you are too tired to go to your child's fair.",Explain to the child that attending the fair is impossible.,"Say, it's time, we'll be late for the fair. Hurry up, quick!",Частная жизнь,Семья и детство,Праздник,Родитель,Ребенок,Из-за сильного похмелья болтун не хочет идти на школьный праздник своего ребенка.,"Он должен объяснить ему, что не придет.","Пап, мы опоздаем на праздник, пошли скорее.",Vida pessoal,Família e infância,A quermesse,O pai,A criança,"Depois de uma enorme ressaca, o embromador está cansado demais para ir à quermesse do filho.",Ele deve explicar ao filho que não irá.,"Olha, está na hora, vamos nos atrasar para a quermesse. Rápido!",1,,,حياة شخصية,الأسرة والطفولة,حفل المدرسة,الوالد,الطفل,بسبب صداع ثمالة هائل، الباراتينور منهك أكثر من أن يذهب إلى حفل طفله المدرسي.,عليه أن يشرح له أنّه لن يأتي.,قل، حان الوقت، سنتأخر عن حفل المدرسة. بسرعة!,vida personal,familia e infancia,Fiesta escolar,El progenitor,El niño,"Debido a una resaca monumental, el baratinero está demasiado cansado para ir a la fiesta escolar de su hijo.",Explicarle que no irá.,"Oye, ya es la hora, vamos a llegar tarde a la fiesta escolar. ¡Rápido!",个人生活,家庭与童年,校园游园会,家长,孩子,由于宿醉严重，吹牛者累得不行，没法去参加孩子的校园游园会。,他必须向孩子解释自己不会去了。,喂，到时间啦，我们去游园会要迟到了。快点！,زندگی شخصی,خانواده و کودکی,جشن مدرسه,والد,کودک,به‌خاطر یک خماریِ حسابی، چرب‌زبان آن‌قدر خسته است که نمی‌تواند به جشن مدرسه‌ی بچه‌اش برود.,باید به او توضیح بدهد که نمی‌آید.,ببین، وقتشه، برای جشن مدرسه دیرمون می‌شه. زود باش!
7.1.6,"7,0106",vie personnelle,famille et enfance,L'héritage,Le nouveau conjoint,Sa riche partenaire,Le baratineur a épousé une célébrité très riche.,Il essaie de la convaincre de déshériter les enfants qu'elle a eus avec sa précédente épouse au profit des siens.,Je voulais vous dire : j'ai ajouté votre nom à la liste des bénéficiaires de mon testament.,Argumentum,Personal life,Family and childhood,The inheritence,The new spouse,Your rich partner,"You married a famous star, but you're very rich.",Convince the very wealthy celebrity spouse to disinherit the children she had with her previous wife in favor of the smooth talker's own children.,I wanted to tell you: I've added your name to the list of beneficiaries in my will.,Частная жизнь,Семья и детство,Наследство,Новый супруг,Богатая партнерша,"Болтун женился на знаменитой, но, прежде всего, очень богатой женщине.",Он пытается убедить ее лишить наследства детей от предыдущего брака.,"Я хотел сказать тебе, что вписал тебя в завещание.",Vida pessoal,Família e infância,herança,O novo cônjuge,Seu rico parceiro,"O Embromador se casou com uma estrela famosa, mas acima de tudo muito rica.",Ele tenta convencê-lo a deserdar os filhos que teve com sua esposa anterior por conta própria.,Eu queria lhe dizer: adicionei seu nome à lista de beneficiários do meu testamento.,1,,,حياة شخصية,الأسرة والطفولة,الإرث,الزوج الجديد,شريكته الثرية,تزوّج الباراتينور نجمةً مشهورة، والأهم أنها فاحشة الثراء.,يحاول إقناعها بأن تحرم من الميراث أبناءها من زوجها السابق لصالح أبنائه هو.,أردت أن أقول لك: لقد أضفت اسمك إلى قائمة المستفيدين من وصيتي.,vida personal,familia e infancia,La herencia,El nuevo cónyuge,Su rica pareja,"El baratinador se ha casado con una estrella famosa, pero sobre todo muy rica.",Intentar convencerla de desheredar a los hijos que tuvo con su esposa anterior en favor de los suyos.,Quería decirte algo: he añadido tu nombre a la lista de beneficiarios de mi testamento.,个人生活,家庭与童年,遗产,新伴侣,他富有的伴侣,花言巧语者娶了一位著名明星，而更重要的是，她非常有钱。,他试图说服她把与前妻所生的孩子排除在遗产继承之外，改把遗产留给自己的孩子。,我想告诉你：我已经把你的名字加进我遗嘱的受益人名单了。,زندگی شخصی,خانواده و کودکی,ارثیه,همسر تازه,شریک زندگی ثروتمندش,چرب‌زبان با یک ستارهٔ مشهور ازدواج کرده؛ اما مهم‌تر از آن، ستاره‌ای بسیار پولدار.,او سعی می‌کند قانعش کند بچه‌هایی را که از همسر قبلی‌اش داشته از ارث محروم کند و سهم را به بچه‌های خودش بدهد.,می‌خواستم بهت بگم: اسمت را به فهرست ذی‌نفعان وصیتم اضافه کردم.
7.1.7,"7,0107",vie personnelle,famille et enfance,Miaou,Un chat,Son maître,Le baratineur est un chat au régime.,Il essaie de convaincre son maître de lui ouvrir une boîte de sardines à l'huile.,"C'est pour qui, les croquettes extra-light sans gluten ? C'est pour minou-minou...",Argumentum,Personal life,Family and childhood,Meow,A cat,His master,You're a cat on a diet.,Convince your master to open a tin of sardines in oil.,Who's the gluten-free extra-light kibble for? It's for kitty-kitty...,Частная жизнь,Семья и детство,Мяу,Кошка,Ее хозяин,Болтун - это кошка на диете.,Она пытается убедить своего хозяина открыть банку с сардинами в масле.,Для кого этот безглютеновый и безлактозный корм? Для нашей Мурочки.,Vida pessoal,Família e infância,Miau,Um gato,O mestre dele,O embromador é um gato de dieta.,Ele tenta convencer seu dono a abrir uma lata de sardinhas em óleo.,Para quem são os croquetes extra-light sem glúten? São para o gatinho...,1,,,حياة شخصية,الأسرة والطفولة,مياو,قط,صاحبه,الباراتينور قطّ يخضع لحمية غذائية.,يحاول إقناع صاحبه بأن يفتح له علبة سردين بالزيت.,لمن هذه الحبيبات الخفيفة جدًا والخالية من الغلوتين؟ إنها للقطقوط الحلو...,vida personal,familia e infancia,Miau,Un gato,Su amo,El baratinador es un gato a dieta.,Intentar convencer a su amo de abrirle una lata de sardinas en aceite.,¿Para quién son las croquetas extra light sin gluten? Para el minino-minino...,个人生活,家庭与童年,喵呜,一只猫,它的主人,花言巧语者是一只正在节食的猫。,它试图说服主人给它打开一罐油浸沙丁鱼。,超轻低脂无麸质猫粮是给谁吃的呀？是给小猫咪、小猫咪吃的……,زندگی شخصی,خانواده و کودکی,میائو,یک گربه,صاحبش,چرب‌زبان یک گربهٔ رژیمی است.,سعی می‌کند صاحبش را راضی کند یک قوطی ساردین در روغن برایش باز کند.,این غذای خشکِ فوق‌لایتِ بدون گلوتن برای کیه؟ برای پیشی‌پیشی نازه...
