source_dp,source_dotted,source_label,kind,verb_or_field,target,target_label,confidence,rationale,warns
"3,222",3.2.2.2,Appel à la probabilité conditionnelle,crossLink,Allows,3.2.2.2.1,Oubli de la fréquence de base,0.68,Reasoning conditionally on an event can open the door to neglecting relevant base rates when estimating the resulting probability.,
"3,222",3.2.2.2,Appel à la probabilité conditionnelle,crossLink,Allows,3.2.2.2.4,Appel aux probabilités inversées,0.62,Conditional-probability reasoning can be misapplied by reversing P(A|B) and P(B|A).,
"3,222",3.2.2.2,Appel à la probabilité conditionnelle,crossLink,IsRelatedTo,3.2.2.3,Sophisme de la ruine du joueur,0.45,"Both involve probabilistic decision-making under risk, though the gambler’s ruin specifically concerns long-run cumulative loss rather than conditional dependence.",
"3,222",3.2.2.2,Appel à la probabilité conditionnelle,AIF_skosDirectRef,,InductiveInference_Scheme,,,skos:broadMatch,
"3,222",3.2.2.2,Appel à la probabilité conditionnelle,AIF_skosDirectRef,,EvidenceToHypothesis_Inference,,,skos:broadMatch,
"3,222",3.2.2.2,Appel à la probabilité conditionnelle,AIF_skosExceptionRef,,OtherCausalFactorsInvolved_Conflict,,,skos:broadMatch,
"3,2221",3.2.2.2.1,Oubli de la fréquence de base,crossLink,Leverages,3.2.2.2.4,Appel aux probabilités inversées,0.86,Neglecting base rates commonly proceeds by treating P(symptom|disease) as if it established the inverse P(disease|symptom).,
"3,2221",3.2.2.2.1,Oubli de la fréquence de base,crossLink,Allows,3.2.2.2.3,Sophisme du procureur,0.78,The prosecutor’s fallacy is a case-specific probabilistic error often enabled by ignoring prior/base-rate probabilities.,
"3,2221",3.2.2.2.1,Oubli de la fréquence de base,crossLink,IsRelatedTo,3.2.2.2,Appel à la probabilité conditionnelle,0.72,Base-rate neglect is a specific misuse of conditional-probability reasoning.,
"3,2221",3.2.2.2.1,Oubli de la fréquence de base,crossLink,IsRelatedTo,3,Erreur mathématique,0.64,The error is quantitative/probabilistic rather than primarily linguistic or rhetorical.,
"3,2221",3.2.2.2.1,Oubli de la fréquence de base,AIF_skosDirectRef,,EvidenceToHypothesis_Inference,,,skos:broadMatch,
"3,2221",3.2.2.2.1,Oubli de la fréquence de base,AIF_skosDirectRef,,Sign_Inference,,,skos:broadMatch,
"3,2221",3.2.2.2.1,Oubli de la fréquence de base,AIF_skosExceptionRef,,OtherCausalFactorsInvolved_Conflict,,,skos:broadMatch,
"3,2222",3.2.2.2.2,Argument de l'Apocalypse,crossLink,Leverages,3.2.2.2,Appel à la probabilité conditionnelle,0.85,The doomsday argument typically rests on conditional/probabilistic assumptions about one’s position given a hypothesized total population.,
"3,2222",3.2.2.2.2,Argument de l'Apocalypse,crossLink,IsRelatedTo,3.2.2.2.1,Oubli de la fréquence de base,0.62,Its error can involve neglecting prior/base-rate information about possible future population sizes when updating from present observations.,
"3,2222",3.2.2.2.2,Argument de l'Apocalypse,crossLink,IsRelatedTo,3,Erreur mathématique,0.78,"It is a specific probabilistic or quantitative reasoning error, hence falls under mathematical error broadly.",
"3,2222",3.2.2.2.2,Argument de l'Apocalypse,AIF_skosDirectRef,,EvidenceToHypothesis_Inference,,,skos:broadMatch,
"3,2222",3.2.2.2.2,Argument de l'Apocalypse,AIF_skosDirectRef,,InductiveInference_Scheme,,,skos:broadMatch,
"3,2222",3.2.2.2.2,Argument de l'Apocalypse,AIF_skosExceptionRef,,LackOfCompleteKnowledge_Conflict,,,skos:broadMatch,
"3,2223",3.2.2.2.3,Sophisme du procureur,crossLink,Leverages,3.2.2.2.4,Appel aux probabilités inversées,0.95,"The prosecutor's fallacy characteristically transposes conditional probabilities, e.g. confusing P(evidence|innocence) with P(innocence|evidence).",
"3,2223",3.2.2.2.3,Sophisme du procureur,crossLink,Leverages,3.2.2.2.1,Oubli de la fréquence de base,0.82,It often becomes persuasive by ignoring the relevant prior/base rate of guilt or innocence when interpreting rare evidence.,
"3,2223",3.2.2.2.3,Sophisme du procureur,crossLink,IsRelatedTo,3.2.2.2,Appel à la probabilité conditionnelle,0.78,The error is a misuse of conditional-probability reasoning in a particular case.,
"3,2223",3.2.2.2.3,Sophisme du procureur,crossLink,IsRelatedTo,3,Erreur mathématique,0.7,The fallacy rests on a quantitative/probabilistic miscalculation rather than merely rhetorical wording.,
"3,2223",3.2.2.2.3,Sophisme du procureur,AIF_skosDirectRef,,EvidenceToHypothesis_Inference,,,skos:broadMatch,
"3,2223",3.2.2.2.3,Sophisme du procureur,AIF_skosExceptionRef,,OtherCausalFactorsInvolved_Conflict,,,skos:broadMatch,
"3,2224",3.2.2.2.4,Appel aux probabilités inversées,crossLink,IsRelatedTo,3.2.2.2.1,Oubli de la fréquence de base,0.78,Inverting conditional probabilities typically becomes erroneous because the relevant base rates or priors distinguishing P(A|B) from P(B|A) are ignored.,
"3,2224",3.2.2.2.4,Appel aux probabilités inversées,crossLink,Mirrors,3.2.2.2.3,Sophisme du procureur,0.72,"The prosecutor’s fallacy is a common applied form of transposed conditional reasoning, especially confusing P(evidence|innocence) with P(innocence|evidence).",
"3,2224",3.2.2.2.4,Appel aux probabilités inversées,crossLink,IsRelatedTo,3.2.2.2,Appel à la probabilité conditionnelle,0.84,"The fallacy is a specific misuse of conditional probability, substituting the inverse conditional for the conditional actually needed.",
"3,2224",3.2.2.2.4,Appel aux probabilités inversées,crossLink,IsRelatedTo,3,Erreur mathématique,0.7,The error is fundamentally quantitative: it treats two generally unequal conditional probabilities as if they were interchangeable.,
"3,2224",3.2.2.2.4,Appel aux probabilités inversées,AIF_skosDirectRef,,EvidenceToHypothesis_Inference,,,skos:broadMatch,
"3,2224",3.2.2.2.4,Appel aux probabilités inversées,AIF_skosExceptionRef,,OtherCausalFactorsInvolved_Conflict,,,skos:broadMatch,
"3,223",3.2.2.3,Sophisme de la ruine du joueur,crossLink,Leverages,3.2.2.3.2,Erreur du parieur,0.9,"The ruin argument often depends on the mistaken belief that random deviations, such as repeated losses, must soon be compensated.",
"3,223",3.2.2.3,Sophisme de la ruine du joueur,crossLink,Leverages,3.2.2.3.4,Vanité du parieur,0.82,It commonly assumes the player can manage staking or stopping so as to avoid eventual bankruptcy.,
"3,223",3.2.2.3,Sophisme de la ruine du joueur,crossLink,IsRelatedTo,3.2.2,Probabilités faussées,0.78,It is a specific misuse of probabilistic reasoning about long-run risk and expected play.,
"3,223",3.2.2.3,Sophisme de la ruine du joueur,crossLink,IsRelatedTo,3,Erreur mathématique,0.7,"The fallacy rests on quantitative misunderstanding of cumulative risk, bankroll limits, and long-run outcomes.",
"3,223",3.2.2.3,Sophisme de la ruine du joueur,AIF_skosDirectRef,,PracticalReasoning_Inference,,,skos:broadMatch,
"3,223",3.2.2.3,Sophisme de la ruine du joueur,AIF_skosExceptionRef,,NegativeConsequences_Inference,,,skos:broadMatch,
"3,2232",3.2.2.3.2,Erreur du parieur,crossLink,Opposes,3.2.2.3.1,Main chaude,0.78,"La main chaude extrapole la continuation d’une série, tandis que l’erreur du parieur attend sa compensation ou son renversement.",
"3,2232",3.2.2.3.2,Erreur du parieur,crossLink,Inverts,3.2.2.3.3,Erreur inverse du parieur,0.88,"L’erreur inverse du parieur inverse la direction temporelle de l’inférence: elle déduit des essais passés d’un résultat rare, plutôt que de prédire un futur compensateur à partir du passé.",
"3,2232",3.2.2.3.2,Erreur du parieur,crossLink,IsRelatedTo,3,Erreur mathématique,0.74,"L’erreur du parieur est une erreur probabiliste sur l’indépendance des événements aléatoires, donc une forme d’erreur mathématique.",
"3,2232",3.2.2.3.2,Erreur du parieur,crossLink,IsRelatedTo,3.2.2.3,Sophisme de la ruine du joueur,0.62,"Les deux concernent des raisonnements fautifs sur les jeux de hasard et les séries de paris, même si le mécanisme précis diffère.",
"3,2232",3.2.2.3.2,Erreur du parieur,AIF_skosDirectRef,,Sign_Inference,,,skos:closeMatch,
"3,2232",3.2.2.3.2,Erreur du parieur,AIF_skosExceptionRef,,SignFromOtherEvents_Conflict,,,skos:closeMatch,
"3,2233",3.2.2.3.3,Erreur inverse du parieur,crossLink,Inverts,3.2.2.3.2,Erreur du parieur,0.92,"Both concern independent random events, but the gambler’s fallacy projects correction into the future whereas the inverse gambler’s fallacy infers many past trials from a rare present outcome.",
"3,2233",3.2.2.3.3,Erreur inverse du parieur,crossLink,IsRelatedTo,3.2.2.3.1,Main chaude,0.45,"Both misinterpret random streaks or unlikely outcomes as evidence of a non-random pattern, though they draw different conclusions.",
"3,2233",3.2.2.3.3,Erreur inverse du parieur,crossLink,IsRelatedTo,3,Erreur mathématique,0.7,The fallacy is a probabilistic error about random processes and likelihoods.,
"3,2233",3.2.2.3.3,Erreur inverse du parieur,AIF_skosDirectRef,,EvidenceToHypothesis_Inference,,,skos:broadMatch,
"3,2233",3.2.2.3.3,Erreur inverse du parieur,AIF_skosExceptionRef,,OtherCausalFactorsInvolved_Conflict,,,skos:broadMatch,
"3,2234",3.2.2.3.4,Vanité du parieur,crossLink,Allows,3.2.2.3,Sophisme de la ruine du joueur,0.78,The overconfidence that one can stop while ahead creates the opening for the long-run ruin risk characterized by gambler's ruin.,
"3,2234",3.2.2.3.4,Vanité du parieur,crossLink,IsRelatedTo,3.2.2.3.2,Erreur du parieur,0.35,"Both concern erroneous reasoning in gambling contexts, though this fallacy is about self-control rather than statistical compensation.",
"3,2234",3.2.2.3.4,Vanité du parieur,AIF_skosDirectRef,,PracticalReasoning_Inference,,,skos:broadMatch,
"3,2234",3.2.2.3.4,Vanité du parieur,AIF_skosExceptionRef,,OtherCausalFactorsInvolved_Conflict,,,skos:broadMatch,
"3,224",3.2.2.4,Erreur de conjonction,crossLink,IsRelatedTo,3.2.2,Probabilités faussées,0.95,L’erreur de conjonction est un cas spécifique de mauvais usage des probabilités dans l’argumentation.,
"3,224",3.2.2.4,Erreur de conjonction,crossLink,IsRelatedTo,3,Erreur mathématique,0.86,Elle viole l’inégalité probabiliste selon laquelle une conjonction ne peut pas être plus probable que l’un de ses conjoints.,
"3,224",3.2.2.4,Erreur de conjonction,crossLink,Mirrors,3.2.2.2,Appel à la probabilité conditionnelle,0.55,"Les deux erreurs portent sur une mauvaise manipulation de probabilités composées ou conditionnées, sans être identiques.",
"3,224",3.2.2.4,Erreur de conjonction,AIF_skosDirectRef,,EvidenceToHypothesis_Inference,,,skos:broadMatch,
"3,224",3.2.2.4,Erreur de conjonction,AIF_skosDirectRef,,InductiveInference_Scheme,,,skos:broadMatch,
"3,224",3.2.2.4,Erreur de conjonction,AIF_skosExceptionRef,,Logical_Conflict,,,skos:broadMatch,
"3,2311",3.2.3.1.1,Argument de la barbe,crossLink,Leverages,3.2.3.1,Sophisme du continuum,0.9,"L’argument de la barbe est un cas paradigmatique du sophisme du continuum, exploitant l’absence de frontière nette dans un phénomène graduel.",
"3,2311",3.2.3.1.1,Argument de la barbe,crossLink,Leverages,5,Abus de langage,0.62,"Il exploite la vague frontière sémantique de catégories comme « risqué », « chauve » ou « sûr » pour refuser toute distinction.",
"3,2311",3.2.3.1.1,Argument de la barbe,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.55,Le défaut central est une inférence incohérente de l’absence de limite précise vers l’absence de différence pertinente.,
"3,2311",3.2.3.1.1,Argument de la barbe,AIF_skosDirectRef,,VagueVerbalClassification_Inference,,,skos:closeMatch,
"3,2311",3.2.3.1.1,Argument de la barbe,AIF_skosDirectRef,,Gradualism_Inference,,,skos:closeMatch,
"3,232",3.2.3.2,Mauvais argument de la régression infinie,crossLink,IsRelatedTo,3.2.3,Infini fallacieux,0.9,This is a specific form of fallacious reasoning about infinity.,bad_map:skos:relatedMatch
"3,232",3.2.3.2,Mauvais argument de la régression infinie,crossLink,IsRelatedTo,3.2.3.2.1,Régression infinie vicieuse,0.78,A vicious infinite regress is one concrete way an infinite justificatory chain can be mishandled.,bad_map:skos:relatedMatch
"3,232",3.2.3.2,Mauvais argument de la régression infinie,crossLink,IsRelatedTo,3.2.3.2.2,Mauvais argument de la régression infinie,0.82,Wrongly alleging that a regress is vicious is another direct subtype of misusing infinite regress reasoning.,bad_map:skos:relatedMatch
"3,232",3.2.3.2,Mauvais argument de la régression infinie,AIF_skosExceptionRef,,Logical_Conflict,,,skos:relatedMatch,bad_map:skos:relatedMatch
"3,2321",3.2.3.2.1,Régression infinie vicieuse,crossLink,Opposes,3.2.3.2.2,Mauvais argument de la régression infinie,0.82,An actually vicious infinite regress contrasts with wrongly treating a non-vicious regress as vicious.,
"3,2321",3.2.3.2.1,Régression infinie vicieuse,crossLink,IsRelatedTo,3.2.3.2,Mauvais argument de la régression infinie,0.74,Both concern mistaken handling of infinite chains of causal or justificatory dependence.,
"3,2321",3.2.3.2.1,Régression infinie vicieuse,crossLink,Mirrors,3.2.3.2.1.1,Hypothèse de l'homoncule,0.68,"The homunculus hypothesis is a structurally similar regress pattern, explaining something by recursively positing the same kind of thing.",
"3,2321",3.2.3.2.1,Régression infinie vicieuse,AIF_skosDirectRef,,CausalSlipperySlope_Inference,,,skos:closeMatch,
"3,2321",3.2.3.2.1,Régression infinie vicieuse,AIF_skosExceptionRef,,Logical_Conflict,,,skos:closeMatch,
"3,23211",3.2.3.2.1.1,Hypothèse de l'homoncule,crossLink,Leverages,3.2.3.2.1,Régression infinie vicieuse,0.88,"The homunculus explanation fails because the inner observer would itself require another inner observer, generating a vicious infinite regress.",
"3,23211",3.2.3.2.1.1,Hypothèse de l'homoncule,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.7,It is a general reasoning error: the proposed explanation is circular rather than genuinely explanatory.,
"3,23211",3.2.3.2.1.1,Hypothèse de l'homoncule,AIF_skosDirectRef,,Logical_Conflict,,,skos:broadMatch,
"3,23211",3.2.3.2.1.1,Hypothèse de l'homoncule,AIF_skosExceptionRef,,RequiredSteps_Conflict,,,skos:broadMatch,
"3,2322",3.2.3.2.2,Mauvais argument de la régression infinie,crossLink,Opposes,3.2.3.2.1,Régression infinie vicieuse,0.82,"It is the mistaken counterpart to a genuinely vicious infinite regress, denying that the regress is actually incoherent.",
"3,2322",3.2.3.2.2,Mauvais argument de la régression infinie,crossLink,Leverages,3.2.3.2.2.1,Justification infinie,0.66,The fallacy often exploits the specter of endless demands for justification to dismiss an inquiry prematurely.,
"3,2322",3.2.3.2.2,Mauvais argument de la régression infinie,crossLink,IsRelatedTo,3.2.3.2,Mauvais argument de la régression infinie,0.9,It is a subtype of arguments based on misassessing an infinite chain of justifications.,
"3,2322",3.2.3.2.2,Mauvais argument de la régression infinie,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.55,The error consists in an unwarranted reasoning move from infinite regress to incoherence.,
"3,2322",3.2.3.2.2,Mauvais argument de la régression infinie,AIF_skosDirectRef,,Logical_Conflict,,,skos:broadMatch,
"3,2322",3.2.3.2.2,Mauvais argument de la régression infinie,AIF_skosExceptionRef,,LackOfCompleteKnowledge_Conflict,,,skos:broadMatch,
"3,23221",3.2.3.2.2.1,Justification infinie,crossLink,IsRelatedTo,3.2.3.2.2,Mauvais argument de la régression infinie,0.86,"The source is a specific form involving an infinite regress of requested justifications, closely tied to the broader infinite-regress fallacy node.",
"3,23221",3.2.3.2.2.1,Justification infinie,crossLink,Leverages,7,Obstruction,0.78,Endlessly demanding further justification functions as an obstruction tactic that prevents the dialogue from reaching closure.,
"3,23221",3.2.3.2.2.1,Justification infinie,crossLink,IsRelatedTo,1,Insuffisance,0.55,"It repeatedly treats the opponent’s support as insufficient, though the core problem is the endless demand rather than ordinary insufficiency.",
"3,23221",3.2.3.2.2.1,Justification infinie,AIF_skosDirectRef,,Dialogue_Scheme,,,skos:broadMatch,
"3,23221",3.2.3.2.2.1,Justification infinie,AIF_skosExceptionRef,,LackOfCompleteKnowledge_Conflict,,,skos:broadMatch,
"3,311",3.3.1.1,Fausse précision,crossLink,Leverages,3.3.1,Imprécision,0.86,False precision exploits underlying imprecision or uncertainty while masking it with unjustified numerical exactness.,
"3,311",3.3.1.1,Fausse précision,crossLink,IsRelatedTo,3.3.1.1.1,Statistiques manipulées,0.72,"Unjustified precision can be a way of presenting quantitative data misleadingly, though not all false precision is deliberate statistical manipulation.",
"3,311",3.3.1.1,Fausse précision,crossLink,IsRelatedTo,3,Erreur mathématique,0.63,The defect is quantitative: the numerical expression implies an accuracy that the measurement or evidence does not support.,
"3,311",3.3.1.1,Fausse précision,crossLink,Leverages,1,Insuffisance,0.58,The claimed level of precision is not sufficiently supported by the available evidence.,
"3,311",3.3.1.1,Fausse précision,AIF_skosDirectRef,,LackOfPTKReliability_Scheme,,,skos:broadMatch,
"3,3111",3.3.1.1.1,Statistiques manipulées,crossLink,Leverages,2,Influence,0.78,Biased presentation of statistics is used to persuade the audience rather than neutrally establish the claim.,
"3,3111",3.3.1.1.1,Statistiques manipulées,crossLink,IsRelatedTo,3,Erreur mathématique,0.62,"Statistical manipulation often involves quantitative distortion, though not necessarily a strict calculation error.",
"3,3111",3.3.1.1.1,Statistiques manipulées,crossLink,IsRelatedTo,1,Insuffisance,0.58,Cherry-picked or biased data presentation typically makes the evidential support insufficient for the conclusion.,
"3,3111",3.3.1.1.1,Statistiques manipulées,crossLink,Leverages,3.3.1.1,Fausse précision,0.52,Manipulated statistics may exploit an appearance of numerical precision to make the biased presentation look authoritative.,
"3,3111",3.3.1.1.1,Statistiques manipulées,AIF_skosDirectRef,,Bias_Inference,,,skos:closeMatch,
"3,3111",3.3.1.1.1,Statistiques manipulées,AIF_skosDirectRef,,EvidenceToHypothesis_Inference,,,skos:closeMatch,
"3,3121",3.3.1.2.1,Appel au conflit comme prétexte,crossLink,Leverages,3.3.1.2,Faux équilibre,0.82,It exploits a false balance among divergent expert views to infer that no justified conclusion is available.,
"3,3121",3.3.1.2.1,Appel au conflit comme prétexte,crossLink,IsRelatedTo,3.3.1.2.1.1,Tactique de l'incertitude,0.7,Both use alleged uncertainty or disagreement among experts to weaken or block acceptance of a conclusion.,
"3,3121",3.3.1.2.1,Appel au conflit comme prétexte,crossLink,Allows,7,Obstruction,0.55,Declaring the issue undecidable because experts disagree can obstruct further rational deliberation or decision-making.,
"3,3121",3.3.1.2.1,Appel au conflit comme prétexte,crossLink,Opposes,3.3.1.2.2,Juste milieu,0.5,"Where the juste milieu answers expert conflict with compromise, this fallacy answers it with suspension of judgment or inaction.",
"3,3121",3.3.1.2.1,Appel au conflit comme prétexte,AIF_skosDirectRef,,Ignorance_Inference,,,skos:closeMatch,
"3,3121",3.3.1.2.1,Appel au conflit comme prétexte,AIF_skosExceptionRef,,ExpertiseInconsistency_Conflict,,,skos:closeMatch,
"3,31211",3.3.1.2.1.1,Tactique de l'incertitude,crossLink,Leverages,3.3.1.2.1,Appel au conflit comme prétexte,0.78,The tactic manufactures or amplifies apparent disagreement so that consensus-based conclusions appear undecidable.,
"3,31211",3.3.1.2.1.1,Tactique de l'incertitude,crossLink,IsRelatedTo,1,Insuffisance,0.55,It relies on insufficient counter-considerations to make a well-established conclusion look unsupported.,
"3,31211",3.3.1.2.1.1,Tactique de l'incertitude,crossLink,IsRelatedTo,7,Obstruction,0.5,"By shifting the debate toward artificial uncertainty, it can obstruct normal resolution of the issue.",
"3,31211",3.3.1.2.1.1,Tactique de l'incertitude,AIF_skosDirectRef,,GeneralAcceptanceDoubt_Conflict,,,skos:broadMatch,
"3,31211",3.3.1.2.1.1,Tactique de l'incertitude,AIF_skosDirectRef,,LackOfCompleteKnowledge_Conflict,,,skos:broadMatch,
"3,31221",3.3.1.2.2.1,Design par comité,crossLink,Leverages,3.3.1.2.2,Juste milieu,0.78,Design by committee is a pathological form of compromise: it aggregates divergent inputs without a unifying principle.,
"3,31221",3.3.1.2.2.1,Design par comité,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.55,"The fallacy concerns incoherence in the resulting proposal, which is a broad reasoning defect rather than a purely evidential one.",
"3,31221",3.3.1.2.2.1,Design par comité,AIF_skosDirectRef,,CauseToEffect_Inference,,,skos:broadMatch,
"3,31221",3.3.1.2.2.1,Design par comité,AIF_skosExceptionRef,,ConflictingGoals_Conflict,,,skos:broadMatch,
"3,3124",3.3.1.2.4,Sophisme de la vitre cassée,crossLink,IsRelatedTo,3,Erreur mathématique,0.72,Le sophisme repose sur une erreur économique quantitative: compter l’activité visible des réparations sans soustraire les coûts et usages alternatifs perdus.,
"3,3124",3.3.1.2.4,Sophisme de la vitre cassée,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.68,Il s’agit aussi d’une erreur de raisonnement causal: conclure à un enrichissement global à partir d’un simple déplacement de dépenses.,
"3,3124",3.3.1.2.4,Sophisme de la vitre cassée,crossLink,Leverages,1,Insuffisance,0.55,L’argument est insuffisant parce qu’il omet les coûts d’opportunité et les effets non observés nécessaires pour établir un gain net.,
"3,3124",3.3.1.2.4,Sophisme de la vitre cassée,AIF_skosDirectRef,,CauseToEffect_Inference,,,skos:closeMatch,
"3,3124",3.3.1.2.4,Sophisme de la vitre cassée,AIF_skosDirectRef,,PositiveConsequences_Inference,,,skos:closeMatch,
"3,3124",3.3.1.2.4,Sophisme de la vitre cassée,AIF_skosExceptionRef,,OtherCausalFactorsInvolved_Conflict,,,skos:closeMatch,
"3,3124",3.3.1.2.4,Sophisme de la vitre cassée,AIF_skosExceptionRef,,OppositeConsequences_Conflict,,,skos:closeMatch,
"3,313",3.3.1.3,Appel aux extrêmes,crossLink,Mirrors,3.3.1.3.1,Pente glissante,0.78,Both reject a moderate claim by shifting attention to an unlikely extreme outcome; slippery slope adds a causal chain.,
"3,313",3.3.1.3,Appel aux extrêmes,crossLink,Mirrors,3.3.1.3.2,Défilé des horreurs,0.72,"Both make a proposal look unacceptable by foregrounding dramatic extreme consequences, though the horror parade is more fear-oriented.",
"3,313",3.3.1.3,Appel aux extrêmes,crossLink,IsRelatedTo,3.3.1.3.3,Appel à l’abus censeur,0.62,Appeal to abuse-as-censor is a more specific misuse of extreme or abusive cases to reject an otherwise legitimate use.,
"3,313",3.3.1.3,Appel aux extrêmes,AIF_skosDirectRef,,NegativeConsequences_Inference,,,skos:broadMatch,
"3,313",3.3.1.3,Appel aux extrêmes,AIF_skosExceptionRef,,ExceptionalCase_Inference,,,skos:broadMatch,
"3,3132",3.3.1.3.2,Défilé des horreurs,crossLink,Leverages,3.3.1.3.1,Pente glissante,0.78,The parade of horribles typically relies on a slippery-slope style prediction of cascading negative consequences.,
"3,3132",3.3.1.3.2,Défilé des horreurs,crossLink,IsRelatedTo,3.3.1.3,Appel aux extrêmes,0.7,It is a specific form of pushing possible consequences to an extreme in order to make an action seem absurd or unacceptable.,
"3,3132",3.3.1.3.2,Défilé des horreurs,crossLink,Leverages,2,Influence,0.62,It persuades by amplifying fear of dramatic outcomes rather than by establishing their likelihood.,
"3,3132",3.3.1.3.2,Défilé des horreurs,AIF_skosDirectRef,,FearAppeal_Inference,,,skos:broadMatch,
"3,3132",3.3.1.3.2,Défilé des horreurs,AIF_skosDirectRef,,NegativeConsequences_Inference,,,skos:broadMatch,
"3,3132",3.3.1.3.2,Défilé des horreurs,AIF_skosExceptionRef,,IrrationalFearAppeal_Conflict,,,skos:broadMatch,
"3,3133",3.3.1.3.3,Appel à l’abus censeur,crossLink,Leverages,3.3.1.3,Appel aux extrêmes,0.86,The fallacy pushes a legitimate concern about abuse to the extreme conclusion of total prohibition.,
"3,3133",3.3.1.3.3,Appel à l’abus censeur,crossLink,IsRelatedTo,1,Insuffisance,0.62,The fact that some people abuse a practice is insufficient by itself to justify forbidding it for everyone.,
"3,3133",3.3.1.3.3,Appel à l’abus censeur,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.58,It involves a flawed inference from partial misuse to universal prohibition.,
"3,3133",3.3.1.3.3,Appel à l’abus censeur,AIF_skosDirectRef,,NegativeConsequences_Inference,,,skos:broadMatch,
"3,3133",3.3.1.3.3,Appel à l’abus censeur,AIF_skosDirectRef,,PracticalReasoning_Inference,,,skos:broadMatch,
"3,3133",3.3.1.3.3,Appel à l’abus censeur,AIF_skosExceptionRef,,AlternativeMeans_Conflict,,,skos:broadMatch,
"3,321",3.3.2.1,Double compte,crossLink,IsRelatedTo,3.3.2,Erreur de calcul,0.95,Double counting is a specific form of calculation error that makes the computed result wrong.,
"3,321",3.3.2.1,Double compte,crossLink,IsRelatedTo,3,Erreur mathématique,0.9,Double counting is a quantitative mistake and therefore falls under mathematical error broadly.,
"3,321",3.3.2.1,Double compte,crossLink,IsRelatedTo,3.3.2.3,Erreur numérique,0.65,"Both involve faulty use of numbers, though double counting concerns the calculation process rather than merely inaccurate or misread figures.",
"3,321",3.3.2.1,Double compte,AIF_skosDirectRef,,Deductive_Inference,,,skos:broadMatch,
"3,321",3.3.2.1,Double compte,AIF_skosExceptionRef,,Logical_Conflict,,,skos:broadMatch,
"3,322",3.3.2.2,Appel au paradoxe,crossLink,IsRelatedTo,3.3.2,Erreur de calcul,0.78,L’appel au paradoxe est placé sous les erreurs de calcul lorsqu’il brouille le raisonnement par une manipulation quantitative paradoxale.,
"3,322",3.3.2.2,Appel au paradoxe,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.7,Le paradoxe exploité pour embrouiller le débat repose souvent sur une incohérence ou une tension logique apparente.,
"3,322",3.3.2.2,Appel au paradoxe,crossLink,Allows,7,Obstruction,0.62,Le raisonnement paradoxal peut créer une ouverture à l’obstruction en détournant la discussion vers une confusion artificielle.,
"3,322",3.3.2.2,Appel au paradoxe,AIF_skosDirectRef,,Logical_Conflict,,,skos:broadMatch,
"3,3221",3.3.2.2.1,Énigme du dollar manquant,crossLink,Leverages,3.3.2.2,Appel au paradoxe,0.86,The missing-dollar riddle relies on an apparent paradox to create confusion.,
"3,3221",3.3.2.2.1,Énigme du dollar manquant,crossLink,Leverages,3,Erreur mathématique,0.9,Its persuasive force comes from an invalid quantitative operation: adding amounts that belong on opposite sides of the ledger.,
"3,3221",3.3.2.2.1,Énigme du dollar manquant,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.55,"The arithmetic mistake also produces an incoherent line of reasoning, though the core defect is specifically mathematical.",
"3,3221",3.3.2.2.1,Énigme du dollar manquant,crossLink,Mirrors,3.3.2.2.5,Phénomène de Rogers,0.42,"Both involve misleading treatment of grouped quantities, but Rogers’ phenomenon concerns shifts in averages rather than mis-added totals.",
"3,3221",3.3.2.2.1,Énigme du dollar manquant,AIF_skosDirectRef,,Deductive_Inference,,,skos:broadMatch,
"3,3221",3.3.2.2.1,Énigme du dollar manquant,AIF_skosExceptionRef,,Logical_Conflict,,,skos:broadMatch,
"3,3222",3.3.2.2.2,Paradoxe des deux enveloppes,crossLink,Leverages,3,Erreur mathématique,0.9,The two-envelopes paradox turns on an erroneous quantitative/probabilistic calculation.,
"3,3222",3.3.2.2.2,Paradoxe des deux enveloppes,crossLink,IsRelatedTo,3.3.2.2,Appel au paradoxe,0.85,It is a specific paradox-based confusion used to obscure the evaluation of alternatives.,
"3,3222",3.3.2.2.2,Paradoxe des deux enveloppes,crossLink,Mirrors,3.3.2.2.1,Énigme du dollar manquant,0.55,"Both involve misleading arithmetic by combining quantities under incompatible interpretations, though the mechanisms differ.",
"3,3222",3.3.2.2.2,Paradoxe des deux enveloppes,AIF_skosDirectRef,,PresumptiveInference_Scheme,,,skos:broadMatch,
"3,3222",3.3.2.2.2,Paradoxe des deux enveloppes,AIF_skosExceptionRef,,Logical_Conflict,,,skos:broadMatch,
"3,3222",3.3.2.2.2,Paradoxe des deux enveloppes,AIF_skosExceptionRef,,WeakestLink_Conflict,,,skos:broadMatch,
"3,3223",3.3.2.2.3,Sophisme du cellophane,crossLink,Leverages,1,Insuffisance,0.78,The fallacy treats evidence about current price-raising inability as insufficiently probative of absence of monopoly power.,
